"krs","raumeinheit","aggregat","apotheken_2017","krankenhausbetten_2016","pflegebedürftige_2017","ambulante_pflege_2017","stationäre_pflege_2017","empfänger_von_pflegegeld_2017","personal_in_pflegeheimen_2017","personal_in_pflegediensten_2017","pflegeheimplätze_2017","betreuungsquote_kleinkinder_2017","siedlungsdichte_2017","freifläche_je_einwohner_2017","waldfläche_je_einwohner_2017","wasserfläche_je_einwohner_2017","einwohnerdichte_2017","einpendler_2017","auspendler_2017","pendler_mit_arbeitsweg_50_km_und_mehr_2017","pendler_mit_arbeitsweg_150_km_und_mehr_2017","pendler_mit_arbeitsweg_300_km_und_mehr_2017","erreichbarkeit_von_autobahnen_2018","erreichbarkeit_von_flughäfen_2018","erreichbarkeit_von_ic_ec_ice_bahnhöfen_2018","erreichbarkeit_von_oberzentren_2018","erreichbarkeit_von_mittelzentren_2018","nahversorgung_supermärkte_durchschnittsdistanz_2017","nahversorgung_supermärkte_anteil_der_bev__1km_radius_2017","nahversorgung_apotheken_durchschnittsdistanz_2017","nahversorgung_apotheken_anteil_der_bev__1km_radius_2017","nahversorgung_grundschulen_durchschnittsdistanz_2017","nahversorgung_grundschulen_anteil_der_bev__1km_radius_2017","nahversorgung_haltestellen_des_öv_durchschnittsdistanz_2017","nahversorgung_haltestellen_des_öv_anteil_der_bev__1km_radius_2017","pkw_dichte_2017"
15087,"Mansfeld-Südharz","Landkreis",32.6,5.37,611.6,27.5,22.2,49.8,118.2,68.5,142.5,58.6,"825,1",95.9,"3.017,30","148,8","95",61.5,68.5,16,6.7,4.1,9,52,40,40,9,"1.666",62,"1.675",57,"1.664",57,"523",90,"578"
15088,"Saalekreis","Landkreis",24.8,3.41,454.7,30.6,17.8,51,62.3,59.1,84.6,57.2,"848,2",68,"767,4","258,7","129",75.9,78.7,12.1,6.7,4.2,7,34,19,21,15,"1.282",59,"2.026",45,"1.556",48,"349",97,"603"
15089,"Salzlandkreis","Landkreis",29.6,6.71,485.6,27.8,30.6,40.7,122.7,49.1,168.3,61.9,"985,7",66.3,"529,3","206,4","135",54.8,61.7,13.9,5.7,3.1,10,57,32,35,9,"1.162",72,"1.641",62,"1.399",63,"554",89,"544"
15090,"Stendal","Landkreis",24.7,8.86,474.1,28.1,26.9,44.2,99.3,68.8,140.6,54.2,"612,7",201.4,"4.851,20","631,5","47",53.6,62,21,8.8,3.4,46,118,22,69,21,"2.086",61,"3.174",50,"2.411",50,"887",79,"555"
15091,"Wittenberg","Landkreis",26.8,4.64,538.2,30.8,20.5,48.2,83.5,55.9,114.7,62.6,"752,5",142.5,"6.085,90","373,5","66",46.4,55.6,15.6,5.7,4.1,28,62,18,38,17,"1.810",58,"2.497",48,"1.893",48,"274",99,"587"
16051,"Erfurt, Stadt","krsfr. Stadt",24.9,7.92,469.4,24.9,24.2,50.6,86.4,53.2,118.8,47.3,"2.549,80",9.4,"106,4","17,7","789",45.3,27.5,12.4,6.6,3.8,10,11,1,0,0,"555",89,"752",82,"678",84,"242",99,"446"
16052,"Gera, Stadt","krsfr. Stadt",32.7,10.21,557.9,33,23.5,43.2,98.1,93.6,134.7,50.2,"2.458,80",12.9,"288,7","13,7","623",43,39.8,14.9,7.6,4.7,5,59,31,0,0,"676",86,"768",83,"799",81,"248",98,"478"
16053,"Jena, Stadt","krsfr. Stadt",28.8,13.07,374.4,29.5,28.2,42.2,77,74.7,111.4,59.2,"3.338,30",8.1,"364,5","9,2","968",46.4,27.6,13.2,6.2,3.9,6,42,0,0,0,"465",92,"612",85,"700",82,"245",100,"399"
16054,"Suhl, Stadt","krsfr. Stadt",31.3,15.75,605.4,24.2,20.5,54.8,116.6,74.8,135.6,49.2,"1.773,40",24.1,"1.852,10","13,1","341",54.7,45.6,17.1,6.5,2.7,4,39,41,33,0,"866",77,"1.047",64,"1.168",69,"276",99,"551"
16055,"Weimar, Stadt","krsfr. Stadt",24.8,8.7,572.3,38.4,24.3,37,113.9,85.8,144.5,55.9,"2.192,10",9.7,"271,2","11,2","763",51.4,49.2,12.1,7.4,3.9,6,28,3,22,0,"503",90,"795",81,"670",82,"188",100,"440"
16056,"Eisenach, Stadt","krsfr. Stadt",39.8,9.3,595.2,29.3,24.9,45.4,122.9,56.9,160.6,46.3,"1.979,10",20.2,"907","31,4","410",57.3,40,13.3,6.1,2.9,5,42,2,49,0,"601",85,"887",74,"950",76,"264",99,"505"
16061,"Eichsfeld","Landkreis",22.9,4.13,576.3,20.7,17.1,61.7,95.6,49.6,103.4,47.2,"1.088,30",85.5,"2.816,20","69,7","107",70.3,72.4,11.2,4.7,2.3,12,84,35,35,10,"1.707",56,"2.270",44,"1.753",51,"640",83,"590"
16062,"Nordhausen","Landkreis",26,11.54,641.3,21.2,25.9,52,146.1,59.6,181.6,52.1,"1.074,40",76.2,"2.543,30","136,8","119",57.2,59.6,13.3,5.3,2.6,8,72,54,54,11,"1.203",68,"1.949",57,"1.405",63,"461",90,"553"
16063,"Wartburgkreis","Landkreis",22.6,4.22,516.4,16.8,19.2,63.9,84.5,32,105.8,55.2,"1.023,30",97,"4.053,80","105,8","95",72.2,78.9,11.2,4.4,2,17,58,23,49,13,"1.566",55,"2.202",41,"1.748",48,"491",89,"609"
16064,"Unstrut-Hainich-Kreis","Landkreis",25.1,12.27,656.3,22.4,21.1,56.1,116.1,52.9,146.1,54,"1.165,10",87.1,"1.841,50","133,2","106",59.5,64.9,13.1,5.9,2.9,27,49,34,49,10,"1.428",65,"1.976",53,"1.349",67,"513",91,"539"
16065,"Kyffhäuserkreis","Landkreis",26.4,5.99,677.7,19.4,19.7,60.6,106.7,50,140.5,51.2,"803,7",126.4,"3.289,30","152,2","73",57.2,68.5,17,6.6,3.6,16,47,47,48,13,"1.525",64,"2.367",47,"2.155",46,"591",87,"584"
16066,"Schmalkalden-Meiningen","Landkreis",26.8,6.52,608,24.9,18.5,56.5,100,58.1,116.4,56.1,"1.073,00",89.9,"4.759,50","60,8","102",66,70.4,12.6,5.2,2.3,17,56,45,40,11,"1.265",68,"2.398",49,"1.974",48,"565",88,"602"
16067,"Gotha","Landkreis",23.6,3.75,516,26.5,20.4,52.7,78.5,44.1,110.2,49.8,"1.324,20",62.4,"2.034,10","96,2","145",67.2,70.7,9.6,6.3,3.2,9,24,14,31,13,"1.186",69,"2.115",52,"1.319",63,"350",96,"552"
16068,"Sömmerda","Landkreis",24.3,0,620.8,32.2,14.8,52.6,66.8,57.7,101.1,55.2,"970,8",106.3,"967,2","196,8","87",73.3,75.6,10.7,6.2,3.8,10,26,25,27,13,"1.862",52,"2.440",49,"1.866",48,"686",84,"570"
16069,"Hildburghausen","Landkreis",26.6,7.96,562.4,16.4,24.7,58.8,122.5,30.5,142.7,51.5,"795,3",135.4,"6.782,40","125,9","68",66.7,75.2,9.9,3.5,1.6,13,63,41,28,14,"1.860",47,"2.599",37,"2.181",37,"1.090",73,"612"
16070,"Ilm-Kreis","Landkreis",23.9,5.14,479.8,20.9,22.1,56.6,83.3,43.8,110.1,54.9,"1.193,70",70.2,"3.411,20","70,2","129",66,69.4,10.8,6.3,3.6,8,26,28,31,10,"1.302",68,"1.787",56,"1.473",61,"496",89,"542"
16071,"Weimarer Land","Landkreis",20.7,12.97,475,15.1,22.8,61.9,81.6,24.1,116.6,55.9,"969,1",88.8,"1.635,10","91,2","102",68.6,74.7,10.7,5.9,3.5,13,34,17,23,12,"1.770",48,"2.848",37,"1.825",44,"896",76,"580"
16072,"Sonneberg","Landkreis",37.3,6.74,544,25.7,22,52.1,95.3,60,127,55.5,"1.367,00",70.6,"4.757,20","64,4","130",62.8,66.3,7.8,2.7,1.6,18,69,31,28,5,"1.375",58,"1.428",55,"1.283",58,"526",88,"590"
16073,"Saalfeld-Rudolstadt","Landkreis",34.5,9.18,564.2,27.7,21.2,50.9,104,60.7,125.5,55.5,"1.162,90",89,"5.226,10","121,8","104",62.5,68.3,10.8,5.1,2.9,28,52,18,46,9,"1.423",62,"1.523",60,"1.597",56,"556",86,"570"
16074,"Saale-Holzland-Kreis","Landkreis",24.1,7.73,463.5,24.8,19.2,55.8,74.2,40.8,94.1,58.3,"1.060,60",90.2,"3.630,00","70,6","102",76.6,79.8,11.3,5.8,3.6,10,47,20,20,11,"1.677",54,"2.142",48,"1.717",54,"646",82,"586"
16075,"Saale-Orla-Kreis","Landkreis",34.4,1.46,460,31.2,17.9,50.5,77.7,63.7,86.1,52.9,"884,9",131.2,"5.748,30","380,1","71",69.6,70,11,4.7,2.7,12,72,35,32,8,"1.686",54,"2.084",48,"2.108",42,"1.128",69,"616"
16076,"Greiz","Landkreis",28.2,4.08,510.2,31.4,25.2,43.3,102.7,74.4,133.7,61.7,"939,5",77.1,"2.213,90","130","117",64.9,72,12.4,5.9,3.5,13,69,41,21,8,"1.654",55,"1.963",49,"1.615",50,"735",76,"605"
16077,"Altenburger Land","Landkreis",25.4,6.56,545.1,25.1,23.8,50.9,101.9,58.8,136.1,54.5,"1.198,40",56.3,"723,4","106,5","159",65,71.7,15.2,6.4,4.3,14,64,45,28,8,"1.458",62,"1.774",55,"1.373",57,"594",83,"565"
